id,week,name,artist,kana,year,nation,label,producer,corner,youtube
556,67,Throw Down the Sword,Wishbone Ash,,1972,UK,Decca/MCA,Derek Lawrence,,w-BHRQrMglo
557,67,Blind Eye,Wishbone Ash,,1971,UK,Decca/MCA,Derek Lawrence,,n5MBHX5kqk4
558,67,Silver Shoes,Wishbone Ash,,1974,UK,MCA,Bill Szymczyk,,mPsmBLqJoHE
559,67,Reason to Believe,Wishbone Ash,,2011,UK,ZYX,,,7tr5sddw-bs
560,67,機械じかけのラム,四人囃子,よにんばやし,1978,JPN,SEE-SAW,,ちょっぴりタイムマシン,
561,68,空も飛べるはず,スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,h-kQw4JqCHE
562,68,TRAIN-TRAIN,THE BLUE HEARTS,,1988,JPN,メルダック,,,
563,68,Monkey Magic,ゴダイゴ,,1978,JPN,日本コロムビア,,,
564,68,生きてるって言ってみろ,友川かずき,ともかわかずき,1974,JPN,EXPRESS,,,
565,68,STARS,ORIGINAL LOVE,,1999,JPN,ポニーキャニオン,,,
566,68,ヒトリセカイ,10-FEET,,2017,JPN,ユニバーサル,,,rxjKJ_2T9DY
567,68,ESCAPE,MOON CHILD,,1997,JPN,avex trax,今井裕,ちょっぴりタイムマシン,
568,69,俺の赤い星,スピッツ,,2000,JPN,ポリドール,石田小吉,漫遊前の一曲,
569,69,いい女,ウルフルズ,,1992,JPN,東芝EMI,,,zBLqikQOeho
570,69,君のため,THE BLUE HEARTS,,1987,JPN,メルダック,,,
571,69,Funny Face,The Muffs,,1995,US,Reprise Records,,,r0IQDTxQACI
572,69,青すぎる空,eastern youth,,1997,JPN,トイズファクトリー,,,aEe-trWWIMY
573,69,Let Me Roll It,Paul McCartney & Wings,,1974,UK,Apple,,,ly_G9QBX_f0
574,69,あなた,小坂明子,こさかあきこ,1973,JPN,Elektra,,ちょっぴりタイムマシン,
575,70,野生のポルカ,スピッツ,,2013,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
576,70,It's Time to Party,Andrew W.K.,,2001,US,Island,,,xemLz_fR1Ac
577,70,Cum On Feel the Noize,Quiet Riot,,1983,US,Pasha,Spencer Proffer,,ZxgMGk9JPVA
578,70,Semi-Charmed Life,Third Eye Blind,,1997,US,Elektra,Eric Valentine,,beINamVRGy4
579,70,In Love with a Camera,The Struts,,2018,UK,Interscope Records,Butch Walker,,Jp41GPXCQ8k
580,70,Parchman Farm,Cactus,,1970,US,Atco,,,mC_cvsR8wPg
581,70,Still Waiting,SUM41,,2002,CAN,Aquarius,Greig Nori,,qO-mSLxih-c
582,70,The Art of Losing,American Hi-Fi,,2003,US,Island,Nick Launay,,JGZODoQq2Xg
583,70,太陽のラ,PoPoyans,,2008,JPN,Good Records,鈴木惣一朗,ちょっぴりタイムマシン,
584,71,みそか,スピッツ,,2005,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
585,71,MONSTER DANCE,KEYTALK,,2015,JPN,Getting Better,,,N39glrfql0I
586,71,A A U U O O O,the telephones,,2011,JPN,ユニバーサル,,,utqODi4MDbA
587,71,オトナノススメ,怒髪天,どはつてん,2009,JPN,インペリアル,,,m8ZIW_01zdo
588,71,あつまれ!パーティーピーポー,ヤバイTシャツ屋さん,,2016,JPN,ユニバーサルシグマ,,,J5oytYDMWHA
589,71,Run Run Run,OKAMOTO’S,,2010,JPN,アリオラジャパン,,,
590,71,C.M.C.,THE ROOSTERS,,1983,JPN,日本コロムビア,,,
591,71,Deadend Street GIRL,堀ちえみ,ほりちえみ,1985,JPN,キャニオンレコード,,ちょっぴりタイムマシン,
592,72,たまご,スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,
593,72,Hang On to Yourself,David Bowie,,1972,UK,RCA,,,7XtF5jITGh4
594,72,Moonage Daydream,David Bowie,,1972,UK,RCA,,,RPUAldgS7Sg
595,72,Life on Mars,David Bowie,,1971,UK,RCA,Ken Scott,,AZKcl4-tcuo
596,72,Star,David Bowie,,1972,UK,RCA,,,u0iF_fJ8yf4
597,72,Growing Up And I'm Fine,Mick Ronson,,1974,UK,RCA,,,
598,72,Hangin’ Round,Lou Reed,,1972,UK,RCA,Mick Ronson,,zEgV0kTikfI
599,72,We Hate It When Our Friends Become Successful,Morrissey,,1992,UK,HMV,Mick Ronson,,1nRRu9WAA-k
600,72,涙 風にたくして,つじあやの,,2000,JPN,SPEEDSTAR RECORDS,,ちょっぴりタイムマシン,
601,73,優しいあの子,スピッツ,,2019,JPN,ユニバーサル,,漫遊前の一曲,RkIOd78C82I
602,73,Woman,John Lennon,,1981,UK,Geffen,,,ZhfWiU8wGCc
603,73,Sweet Lorraine,Uriah Heep,,1972,UK,Bronze,,,haUiygv5QQg
604,73,モニカ,吉川晃司,きっかわこうじ,1984,JPN,SMS Records,,,
605,73,Pinball Wizard,The Who,,1969,UK,Decca Records,Kit Lambert,,-J03yCE15rg
606,73,Venus,Shocking Blue,,1969,NED,Pink Elephant,,,Dg-UiOSjJeM
607,73,RADIO MAGIC,EARTHSHAKER,,1984,JPN,NEXUS,,,n9syF5d_pyQ
608,73,クライマクス,TAMTAM,,2014,JPN,SPEEDSTAR RECORDS,,ちょっぴりタイムマシン,LAqVYrPqOM8
609,74,魔女旅に出る,スピッツ,,1991,JPN,ポリドール,高橋信彦,漫遊前の一曲,
610,74,Beltane Walk,T. Rex,,1970,UK,Fly,Tony Visconti,,
611,74,Then,Yes,,1970,UK,Atlantic,,,W10qiXqlvo8
612,74,Ebony Eyes,Bob Welch,,1977,US,Capitol Records,Carter,,xvuccbcCcsI
613,74,Silver,Echo & the Bunnymen,,1984,UK,Korova,,,sQ_QRK_iWrk
614,74,私の楽団（オーケストラ）,ZELDA,,1983,JPN,日本フォノグラム,白井良明,,
615,74,"Tonight, Tonight",The Smashing Pumpkins,,1996,US,Virgin,,,NOG3eus4ZSo
616,74,誰のために,赤い鳥,あかいとり,1970,JPN,LIBERTY,村井邦彦,ちょっぴりタイムマシン,
617,75,センチメンタル,スピッツ,,1998,JPN,ポリドール,,漫遊前の一曲,
618,75,Nights in White Satin,The Moody Blues,,1967,UK,Deram,Tony Clarke,,DMGJxCnhz28
619,75,Never Say Die,Black Sabbath,,1978,UK,Vertigo,,,2Q6gPouusHs
620,75,Confusion,Electric Light Orchestra,,1979,UK,Jet,,,1jUvhJ_Tgzw
621,75,Prayer of a Realist,GBH,,1982,UK,Clay,,,rDAH_yluHCg
622,75,The Reflex,Duran Duran,,1984,UK,EMI,,,J5ebkj9x5Ko
623,75,Rain of Crystal Spires,Felt,,1986,UK,Creation,,,om9lXoFuY2k
624,75,Season Train,RAZZ MA TAZZ,,1995,JPN,フォーライフ,,ちょっぴりタイムマシン,
625,76,悪役,スピッツ,,2019,JPN,ユニバーサル,,漫遊前の一曲,
626,76,あぁ青春,GO!GO!7188,,2001,JPN,東芝EMI,,,
627,76,小さな恋のうた,MONGOL800,,2001,JPN,HIGH WAVE,,,u8EkSB9zSpE
628,76,雨は毛布のように,キリンジ,,2001,JPN,ワーナーミュージック・ジャパン,冨田恵一,,HWyyxJoZHyY
629,76,Light Your Fire,RIZE,,2001,JPN,エピックレコードジャパン,,,SxsT-D_eEFg
630,76,生活,Syrup16g,,2001,JPN,DAIZAWA RECORDS,,,
631,76,Volcanic Girl,Buffalo Daughter,,2001,JPN,東芝EMI,,,
632,76,cream soda,SUPERCAR,,1997,JPN,エピックレコードジャパン,,ちょっぴりタイムマシン,
633,77,優しいあの子,スピッツ,,2019,JPN,ユニバーサル,,漫遊前の一曲,RkIOd78C82I
634,77,Kill the King,Rainbow,,1978,UK,Polydor,Martin Birch,,zEaxow3PoO0
635,77,Love Pains,Ronnie Dio & The Prophets,,1962,UK,Atlantic,,,ObasKE0PLTA
636,77,Good Time Music,Elf,,1975,UK,MGM,Roger Glover,,
637,77,Man on the Silver Mountain,Rainbow,,1975,UK,Oyster,,,ORnvO1VyYMk
638,77,Neon Knights,Black Sabbath,,1980,UK,Vertigo,Martin Birch,,LJOvZ2AyDnA
639,77,Caught In The Middle,Dio,,1983,UK,Warner Bros.,,,qsskD9g_grg
640,77,愛をちょうだい,VANILLA,,1995,JPN,ソニー・ミュージックレコーズ,,ちょっぴりタイムマシン,
641,78,トンビ飛べなかった,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
642,78,東京少年,GOING STEADY,,2001,JPN,Libra,,,
643,78,The Golden Age of Rock 'n' Roll,Mott the Hoople,,1974,UK,CBS,,,yTAKizVFonE
644,78,Down on the Street,The Stooges,,1970,US,Elektra,Don Gallucci,,fkC2lauXCKU
645,78,ロックンロールは鳴り止まないっ,神聖かまってちゃん,しんせいかまってちゃん,2010,JPN,PERFECT MUSIC,,,NXT9rz8BErk
646,78,Big Green Country,Neil Young,,1995,US,Reprise Records,,,MUpuXlkOo7o
647,78,Cast Away Your Chains,Electric Sun,,1981,GER,BRAIN-Metronome,,,K0y09nzj8Cc
648,78,WINTER SUN（明日になれば僕等はきっと生まれ変わる）,ヒートウェイヴ,,1994,JPN,Epic,,ちょっぴりタイムマシン,
649,79,船乗り,スピッツ,,2001,JPN,ポリドール,,漫遊前の一曲,
650,79,Love Me Do,The Beatles,,1962,UK,Parlophone,George Martin,,0pGOFX1D_jg
651,79,Heart of Gold,Neil Young,,1972,US,Reprise Records,Elliot Mazer,,X3IA6pIVank
652,79,When the Levee Breaks,Led Zeppelin,,1971,UK,Atlantic,,,FFDYuO53BUk
653,79,Slow Emotion Replay,The The,,1993,UK,Sony Records,,,q7ZZVJ120A4
654,79,星のラブレター,THE BOOM,,1989,JPN,ソニー・ミュージックレコーズ,,,
655,79,恋をしましょう,フラワーカンパニーズ,,1996,JPN,アンティノスレコード,,,OeqNLagjlEA
656,79,Happy Song,oh! penelope,,1995,JPN,EPIC SONY,,ちょっぴりタイムマシン,
657,80,シュラフ,スピッツ,,1992,JPN,ポリドール,,漫遊前の一曲,
658,80,The Witch's Promise,Jethro Tull,,1970,UK,Chrysalis,Terry Ellis,,304WfksyWg0
659,80,My Sunday Feeling,Jethro Tull,,1968,UK,Island,Terry Ellis,,nzjp-cFkNoE
660,80,Aqualung,Jethro Tull,,1971,UK,Chrysalis,Terry Ellis,,0Idy43XYwLo
661,80,Lick Your Fingers Clean,Jethro Tull,,1988,UK,Chrysalis,,,HvnNNgJXyts
662,80,"Mayhem, Maybe",Jethro Tull,,1988,UK,Chrysalis,,,FHl0tWfHj2Y
663,80,Mother Goose,Jethro Tull,,1971,UK,Chrysalis,,,KBAN1thF0-4
664,80,公園通り,五島良子,ごしまよしこ,1993,JPN,ソニー・ミュージックアソシエイテッドレコーズ,,ちょっぴりタイムマシン,
665,81,優しいあの子,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,RkIOd78C82I
666,81,港のヨーコ・ヨコハマ・ヨコスカ,ダウン・タウン・ブギウギ・バンド,,1975,JPN,東芝EMI,,,Q6VL9qxqyDo
667,81,もんげー岡山!,葛城ユキ,かつらぎゆき,2015,JPN,Power Station,,,QKuiGUtf9d0
668,81,泣ぐ子はいねが,高橋優,たかはしゆう,2013,JPN,ワーナーミュージック・ジャパン,,,Sd1wNsjLsu4
669,81,Mt. ABURA BLUES,AL,,2016,JPN,ユニバーサル,,,
670,81,ヒロシマドライブ driving with 電大,奥田民生,おくだたみお,2018,JPN,RCMR,,,
671,81,LOVERS IN NAGASAKI,ホリエアツシ,,2019,JPN,,,,sscNgtg7dFM
672,81,KU・MA・MO・TO,レピッシュ,,1992,JPN,ビクターエンタテイメント,,ちょっぴりタイムマシン,
673,82,鳥になって,スピッツ,,1991,JPN,ポリドール,,漫遊前の一曲,
674,82,In a Big Country,Big Country,,1983,UK,Mercury Records,Steve Lillywhite,,657TZDHZqj4
675,82,Killers,Iron Maiden,,1981,UK,EMI,Martin Birch,,w1Fw71X4uiM
676,82,さらばシベリア鉄道,大滝詠一,おおたきえいいち,1981,JPN,NIAGARA,,,
677,82,Run Runaway,Slade,,1984,UK,RCA,,,wLUkvPwiHvs
678,82,Children of This Time,Europe,,1983,SWE,Hot,,,
679,82,Nous ne sommes pas des anges,France Gall,,1965,FR,Philips,Denis Bourgeois,,HIa3a_3p7DA
680,82,だれかが風の中で,上條恒彦,かみじょうつねひこ,1972,JPN,キングレコード,,ちょっぴりタイムマシン,
681,83,野生のポルカ,スピッツ,,2013,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
682,83,ロマンチスト,The STALIN,,1982,JPN,クライマックスレコード,,鈴木圭介(フラワーカンパニーズ)選曲,
683,83,EARTHSHAKER,EARTHSHAKER,,1983,JPN,キングレコード,伊藤政則,鈴木圭介(フラワーカンパニーズ)選曲,
684,83,香り,外道,げどう,1974,JPN,ショーボートレコード,ミッキー・カーチス,鈴木圭介(フラワーカンパニーズ)選曲,UINL13_XHLg
685,83,どうしようかな,村八分,むらはちぶ,1971,JPN,Gator Wobble Records,,鈴木圭介(フラワーカンパニーズ)選曲,
686,83,DIE OR JUMP,フラワーカンパニーズ,,2019,JPN,チキン・スキン・レコード,,鈴木圭介(フラワーカンパニーズ)選曲,xhv5XRYGMmM
687,83,メシ喰うな!,INU,,1981,JPN,ジャパンレコーズ,鳥井ガク,鈴木圭介(フラワーカンパニーズ)選曲,
688,83,米ニスト,あぶらだこ,,1983,JPN,ジャパンレコーズ,,鈴木圭介(フラワーカンパニーズ)選曲,
689,83,新宿の片隅から,SION,,1986,JPN,CONTINENTAL,麻田浩,鈴木圭介(フラワーカンパニーズ)選曲,
690,84,悪役,スピッツ,,2019,JPN,ユニバーサル,,漫遊前の一曲,
691,84,ハネノバシ,SHISHAMO,,2019,JPN,ユニバーサルシグマ,,,
692,84,君が海,My Hair is Bad,,2019,JPN,EMI,,,58uc_4DMAao
693,84,イエス,ズーカラデル,,2019,JPN,SPACE SHOWER MUSIC,,,hqko0yGdMi0
694,84,旅の手帖,サニーデイ・サービス,,1997,JPN,RHYME,,,
695,84,"Catch up, latency",UNISON SQUARE GARDEN,,2018,JPN,トイズファクトリー,,,8er1vO2V1qI
696,84,"かよわきエナジー～Take Me Home, Country Roads",GOING UNDER GROUND,,2001,JPN,ビクターエンタテイメント,,,
697,84,労働,PERIDOTS,,2006,JPN,EMIミュージック・ジャパン,,ちょっぴりタイムマシン,0HNft8D0Mps
698,85,エンドロールには早すぎる,スピッツ,,2013,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
699,85,Aikea-Guinea,Cocteau Twins,,1985,UK,4AD,,,
700,85,Lorelei,Cocteau Twins,,1984,UK,4AD,,,ydaOrM0ib2Y
701,85,The Spangle Maker,Cocteau Twins,,1984,UK,4AD,,,
702,85,Pearly-Dewdrops' Drops,Cocteau Twins,,1984,UK,4AD,,,s-5Xgw6d3h0
703,85,Cherry-Coloured Funk,Cocteau Twins,,1990,UK,4AD,,,PbbUeLkZt74
704,85,Bluebeard,Cocteau Twins,,1993,UK,Fontana Records,,,MD67KRum-Cs
705,85,Rilkean Heart,Cocteau Twins,,1996,UK,Fontana Records,,,xEYvb7RlGss
706,85,PROMiSE,MiChi,,2008,JPN,ソニー・ミュージックアソシエイテッドレコーズ,,ちょっぴりタイムマシン,HjQeQfZYsfM
707,86,リコリス,スピッツ,,2004,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
708,86,Witchi-Tai-To,John Schroeder,,1971,UK,Pye,,,4bxhkf6dAKc
709,86,A Horse with No Name,America,,1971,UK,Warner Bros.,Ian Samwell,,mSZXWdKSQNM
710,86,マシマロ,奥田民生,おくだたみお,2000,JPN,ソニーレコード,,,vx61fYz-8WI
711,86,Half a Person,The Smiths,,1987,UK,Rough Trade,,,sLX5Nym9fcs
712,86,二人だけの国,あいみょん,,2019,JPN,unBORDE,,,
713,86,Blogging,Wire,,2015,UK,Pink Flag,,,UxBGGp9t6WA
714,86,いきるもの,100s,ひゃくしき,2005,JPN,東芝EMI,,ちょっぴりタイムマシン,
715,87,夏が終わる,スピッツ,,1993,JPN,ポリドール,笹路正徳,漫遊前の一曲,
716,87,オンリー ロンリー グローリー,BUMP OF CHICKEN,,2004,JPN,トイズファクトリー,,,
717,87,グングニル,BUMP OF CHICKEN,,2000,JPN,ハイラインレコーズ,,,
718,87,ハルジオン,BUMP OF CHICKEN,,2001,JPN,トイズファクトリー,,,
719,87,才悩人応援歌,BUMP OF CHICKEN,,2007,JPN,トイズファクトリー,,,
720,87,HAPPY,BUMP OF CHICKEN,,2010,JPN,トイズファクトリー,,,RwCl11tyWP0
721,87,Aurora,BUMP OF CHICKEN,,2019,JPN,トイズファクトリー,,,6NQbSN85kJQ
722,87,Akatsuki,PE’Z,,2002,JPN,東芝EMI,,ちょっぴりタイムマシン,gET09aOXZXI
723,88,ありがとさん,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,I24azAvtwu8
724,88,I Surrender,Rainbow,,1981,UK,Polydor,Roger Glover,,iMmMqfQZkxA
725,88,Fool for Your Loving,Whitesnake,,1980,UK,Mirage,Martin Birch,,8Tp0K9YiTPE
726,88,Dancing Madly Backwards (on a Sea of Air),Captain Beyond,,1972,US,Capricorn,,,FQVHqXh2Ga0
727,88,Future Shock,Gillan,,1981,UK,Virgin,,,C2mvWIByJ2A
728,88,Destiny,Glenn Hughes,,1977,UK,RPM,,,Zkv55tp07UQ
729,88,The Grind,Tommy Bolin,,1975,US,Nemperor,,,TOGtESM7YLo
730,88,深紫伝説,王様,おうさま,1995,JPN,ファンハウス,,,
731,89,優しいあの子,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,RkIOd78C82I
732,89,LIKE A MOON,ROGUE,,1987,JPN,キャニオンレコード,,,
733,89,ファイティングマン,エレファントカシマシ,,1988,JPN,EPIC SONY,,,
734,89,"What’s the Frequency, Kenneth?",R.E.M.,,1994,US,Warner Bros.,Scott Litt,,jWkMhCLkVOg
735,89,愛し愛されて生きるのさ,小沢健二,おざわけんじ,1994,JPN,Eastworld,,,fjume22f9kE
736,89,Are You Gonna Go My Way,Lenny Kravitz,,1993,US,Virgin,,,8LhCd1W2V0Q
737,89,Girls Just Want to Have Fun,Cyndi Lauper,,1983,US,Portrait,Rick Chertoff,,PIb6AZdTr-A
738,89,Bye Bye Mr. Mug,the brilliant green,,1997,JPN,ソニー・ミュージックレコーズ,,ちょっぴりタイムマシン,5vak3dTpJN4
739,90,ありがとさん,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,I24azAvtwu8
740,90,Sunday Morning,The Velvet Underground,,1966,US,Verce,Tom Wilson,,Xhbyj8pqUao
741,90,Epitaph,Judas Priest,,1976,UK,Gull,,,
742,90,Rain,Uriah Heep,,1972,UK,Bronze,Gerry Bron,,0-o-cAwKFnc
743,90,Baby Baby,The Vibrators,,1977,UK,Epic,,,rwxxkq6k1x4
744,90,Home Tonight,Aerosmith,,1976,US,Columbia,Jack Douglas,,
745,90,Good Riddance (Time of Your Life),Green Day,,1997,US,Reprise Records,Rob Cavallo,,CnQ8N1KacJc
746,90,Rainbow River,Vashti Bunyan,,1970,UK,Philips,Joe Boyd,,
747,90,過ぎ去りし日々,紫,むらさき,1977,JPN,Bourbon Records,,ちょっぴりタイムマシン,
748,91,青い車,スピッツ,,1994,JPN,ポリドール,笹路正徳,漫遊前の一曲,5K8ZuLYG0yo
749,91,And I Love Car,奥田民生,おくだたみお,2001,JPN,Sony Records,,,
750,91,Driver,Official髭男dism,,2017,JPN,ラストラム・ミュージックエンタテイメント,,,
751,91,トラベリン・バス,矢沢永吉,やざわえいきち,1976,JPN,CBS・ソニー,,,
752,91,I Fought the Law,The Clash,,1979,UK,CBS,Bill Price,,AL8chWFuM-s
753,91,BIG CAR,シャムキャッツ,,2018,JPN,TETRA RECORDS,,,4PgBEtXD-ww
754,91,マイウェイ ハイウェイ,トータス松本,,2010,JPN,ワーナーミュージック・ジャパン,,,_P-sdCiFRtA
755,91,夜をぶっとばせ,秦基博,はたもとひろ,2007,JPN,BMG,,,
756,91,ケンとメリー〜愛と風のように〜,BUZZ,,1972,JPN,ロンドン・レコード,高橋信之,ちょっぴりタイムマシン,
757,92,見っけ,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
758,92,Am I Evil?,Diamond Head,,1980,UK,Happy Face,,,bdKY4Id-q08
759,92,Beck's Bolero,Jeff Beck,,1967,UK,Columbia,Mickie Most,,Q8y-066wr4c
760,92,The Ides of March,Iron Maiden,,1981,UK,EMI,Martin Birch,,rGJnjSATu50
761,92,Lady,Styx,,1973,US,Wooden Nickel Records,John Ryan,,rOGpyV-hHtw
762,92,銀の指環,チューリップ,,1974,JPN,東芝EMI,,,
763,92,Child In Time,Deep Purple,,1970,UK,Harvest,,,OorZcOzNcgE
764,92,The Importance of Being Idle,Oasis,,2005,UK,Big Brother,,,jySfU10IQu4
765,92,ハミングがきこえる,カヒミ・カリィ,,1996,JPN,ポリスター,小山田圭吾,ちょっぴりタイムマシン,jgxmgtJ2Lc8
766,93,YM71D,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
767,93,Strutter ’78,Kiss,,1978,US,Casablanca,,,SzhdSKxrymY
768,93,Fire,The Crazy World of Arthur Brown,,1968,UK,Track,Kit Lambert,,MxN8ufoM4tU
769,93,People = Shit,Slipknot,,2001,US,Roadrunner,,,qqK1FrO3BdM
770,93,Emotions,MAN WITH A MISSION,,2013,JPN,日本クラウン,,,HIRfc3ybbPg
771,93,The Mind Still Travels,Sleep Party People,,2018,DEN,Joyful Noise Recordings,,,gC_0R6-6844
772,93,Stay Up All Night,MOTHBALL,,2018,JPN,Supersonic Lab,,,07_WReDsS0o
773,93,ブクブク ピ! ブクブク ぺ! ブクブク パッ ピッ ポ!,溺れたエビ!,,2016,JPN,SYNC,,,6mIdGof3F2A
774,93,"TONIGHT,TONIGHT,TONIGHT",BEAT CRUSADERS,,2006,JPN,デフスターレコーズ,,ちょっぴりタイムマシン,
775,94,ラジオデイズ,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
776,94,Moments of Thunder,The Night Flight Orchestra,,2018,SWE,Nuclear Blast,,,OyE74MoWB08
777,94,Glowing City Madness,The Night Flight Orchestra,,2012,SWE,Coroner Records,,,y1QbccF377c
778,94,All the Ladies,The Night Flight Orchestra,,2015,SWE,Coroner Records,,,kwn-vFXf7BI
779,94,Josephine,The Night Flight Orchestra,,2017,SWE,Nuclear Blast,,,NBFUboOu2VE
780,94,Paralyzed,The Night Flight Orchestra,,2018,SWE,Nuclear Blast,,,XT0YoCDT3xw
781,94,Satellite,The Night Flight Orchestra,,2019,SWE,Nuclear Blast,,,BLmo5gbZI0A
782,94,ボクハヨワクナイ,ザ・タートルズ,,1999,JPN,ソニー・ミュージックレコーズ,,ちょっぴりタイムマシン,
783,95,ありがとさん,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,I24azAvtwu8
784,95,恋をしましょう,フラワーカンパニーズ,,1996,JPN,アンティノスレコード,,,OeqNLagjlEA
785,95,OPEN THE ATTACK,SNIPER,,1984,JPN,Electric Lady Land Records,,,
786,95,FREE LANCER,THE STAR CLUB,,1986,JPN,Invitation,,,
787,95,左ききのBABY,BLANKY JET CITY,,1997,JPN,ポリドール,,,
788,95,Puzzle,04 Limited Sazabys,,2019,JPN,日本コロムビア,,,
789,95,未完成ワールド,Qaijff,,2016,JPN,KAIROS,,,
790,95,N.E.O.,CHAI,,2017,JPN,OTEMOYAN record,,,YMGf3zyhG94
791,95,ハレーション,たむらぱん,,2008,JPN,日本コロムビア,,ちょっぴりタイムマシン,
792,96,ラジオデイズ,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
793,96,Video Killed The Radio Star,The Buggles,,1979,UK,Epic,Mike Hurst,,W8r-tXRLazs
794,96,トランジスタ・ラジオ,RCサクセション,,1980,JPN,キティレコード,,,
795,96,Radio Ga Ga (Live Aid),Queen,,1985,UK,EMI,,,rf_WZ1G8Ux8
796,96,I Won't Turn Off My Radio,Ken Yokoyama,,2015,JPN,PIZZA OF DEATH RECORDS,,,GEqtB6mSmWc
797,96,Guerrilla Radio,Rage Against the Machine,,1999,US,Epic,Brendan O’Brien,,z67Go-MuX1s
798,96,涙のリクエスト,チェッカーズ,,1984,JPN,キャニオンレコード,,,
799,96,RADIO RADIO RADIO,THE BELL’S,,1989,JPN,トイズファクトリー,,ちょっぴりタイムマシン,
800,97,ヤマブキ,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
801,97,Saying Goodbye,The Muffs,,1993,US,Warner Bros.,,,7SiHQtkrPwE
802,97,Everywhere I Go,The Muffs,,1993,US,Warner Bros.,,,CB7tezt8GnY
803,97,Baby Go Round,The Muffs,,1993,US,Warner Bros.,,,pBWZCJMG-fs
804,97,Oh Nina,The Muffs,,1995,US,Reprise Records,Rob Cavallo,,esL3A7es_Uw
805,97,Sad Tomorrow,The Muffs,,1995,US,Reprise Records,Rob Cavallo,,vsxyaZhdW1s
806,97,Honeymoon,The Muffs,,1997,US,Reprise Records,,,His66Z63Z3E
807,97,Guilty,The Muffs,,2000,US,Sympathy for the Record Industry,,,Chz3nMHBkCk
808,97,To That Funny Place,The Muffs,,2019,US,Omnivore Recordings,,,muQJnAyvix8
809,97,Allegro Cantabile,SUEMITSU & THE SUEMITH,,2007,JPN,キューンレコード,,ちょっぴりタイムマシン,
810,98,花と虫,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
811,98,The World Has Turned and Left Me Here,Weezer,,1994,US,DGC,Ric Ocasek,,sRfu94lOEPo
812,98,39,Queen,,1975,UK,EMI,Roy Thomas Baker,,kE8kGMfXaFU
813,98,Lollipop,Mika,,2007,UK,Island,Greg Wells,,6md5RSnVUuo
814,98,She Loves You,The Beatles,,1963,UK,Parlophone,George Martin,,oVCwDl-S09A
815,98,Talking in Your Sleep,The Romantics,,1983,US,Nemperor,,,JmGMzyajA2U
816,98,Allelujah,Fairground Attraction,,1988,UK,RCA,,,
817,98,Alone,Heart,,1987,US,Capitol Records,Ron Nevison,,1Cw1ng75KP0
818,98,俺のあいつ,ローズマリー,,1973,JPN,トリオ・レコード,,ちょっぴりタイムマシン,
819,99,まがった僕のしっぽ,スピッツ,,2019,JPN,ユニバーサル,亀田誠治,漫遊前の一曲,
820,99,ブールヴァード,吉田ヨウヘイgroup,よしだようへいぐるーぷ,2014,JPN,P-VINE,,,XvsPZqsl_kk
821,99,I Talk to the Wind,King Crimson,,1969,UK,Atlantic,,,
822,99,Going Up the Country,Canned Heat,,1968,US,Liberty,,,4eQMA_noRYQ
823,99,Aporia,JYOCHO,,2018,JPN,No Big Deal Records,,,
824,99,California Dreamin’,The Mamas and the Papas,,1965,US,Dunhill,Lou Adler,,N-aK6JnyFmk
825,99,Cross-Eyed Mary,Jethro Tull,,1971,UK,Chrysalis,,,eqC1yInWBMo
826,99,くすりをたくさん,大貫妙子,おおぬきたえこ,1977,JPN,PANAM,,ちょっぴりタイムマシン,
827,100,虹を越えて,スピッツ,,1996,JPN,ポリドール,笹路正徳,漫遊前の一曲,
828,100,Sugar Baby Love,The Rubettes,,1974,UK,Polydor,Wayne Bickerton and Tony Wadding-ton,,x6PRG-E4nYo
829,100,I'm Gonna Knock On Your Door,The Pete Best Four,,1964,UK,Decca Records,Mike Smith,,
830,100,Nothing But a Heartache,The Flirtations,,1968,US,Deram,Wayne Bickerton and Tony Wadding-ton,,PBrNklk1aUI
831,100,What's Good About Goodbye My Love,The Flirtations,,1969,US,Deram,Wayne Bickerton and Tony Wadding-ton,,vo-gVBQbYx8
